EVALUASI SISTEM PEMANTAUAN BANJIR BENDUNGAN CIAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pemantauan Per Jam (Maret 2023 – Juli 2026) & Analisis Outflow 100% Konduit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pemutakhiran,,,,,,Metode UPB,,,,,,Pedoman OP & RTD Bendungan,,,,,,
11324,5/18/2026,8:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11325,5/18/2026,9:00:00 PM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11326,5/18/2026,10:00:00 PM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11327,5/18/2026,11:00:00 PM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11328,5/19/2026,12:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11329,5/19/2026,1:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11330,5/19/2026,2:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11331,5/19/2026,3:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11332,5/19/2026,4:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11333,5/19/2026,5:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11334,5/19/2026,6:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11335,5/19/2026,7:00:00 AM,505.40,0.80,0.30,138.95,5.42,0.00,5.42,5.42,0.00,Normal,3.94,0.00,3.94,3.94,0.00,Normal,11.33,0.00,11.33,Normal,7.39,-0.65,,,
11336,5/19/2026,8:00:00 AM,505.43,0.80,0.32,142.43,6.03,0.00,6.03,6.03,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11337,5/19/2026,9:00:00 AM,505.43,0.80,0.32,142.43,6.03,0.00,6.03,6.03,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11338,5/19/2026,10:00:00 AM,505.43,0.80,0.32,142.43,6.03,0.00,6.03,6.03,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11339,5/19/2026,11:00:00 AM,505.43,0.80,0.32,142.43,6.03,0.00,6.03,6.03,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11340,5/19/2026,12:00:00 PM,505.43,0.80,0.32,142.43,6.03,0.00,6.03,6.03,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11341,5/19/2026,1:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11342,5/19/2026,2:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11343,5/19/2026,3:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11344,5/19/2026,4:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11345,5/19/2026,5:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11346,5/19/2026,6:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11347,5/19/2026,7:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11348,5/19/2026,8:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11349,5/19/2026,9:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11350,5/19/2026,10:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11351,5/19/2026,11:00:00 PM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11352,5/20/2026,12:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11353,5/20/2026,1:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11354,5/20/2026,2:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11355,5/20/2026,3:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11356,5/20/2026,4:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11357,5/20/2026,5:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11358,5/20/2026,6:00:00 AM,505.44,0.80,0.30,143.59,5.42,0.00,5.42,5.42,0.00,Normal,4.44,0.00,4.44,4.44,0.00,Normal,11.66,0.00,11.66,Normal,7.22,-0.62,,,
11359,5/20/2026,7:00:00 AM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11360,5/20/2026,8:00:00 AM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11361,5/20/2026,9:00:00 AM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11362,5/20/2026,10:00:00 AM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11363,5/20/2026,11:00:00 AM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11364,5/20/2026,12:00:00 PM,505.42,0.80,0.31,141.27,5.72,0.00,5.72,5.72,0.00,Normal,4.24,0.00,4.24,4.24,0.00,Normal,11.50,0.00,11.50,Normal,7.25,-0.63,,,
11365,5/20/2026,1:00:00 PM,505.43,0.80,0.30,142.43,5.42,0.00,5.42,5.42,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11366,5/20/2026,2:00:00 PM,505.43,0.80,0.30,142.43,5.42,0.00,5.42,5.42,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11367,5/20/2026,3:00:00 PM,505.43,0.80,0.30,142.43,5.42,0.00,5.42,5.42,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11368,5/20/2026,4:00:00 PM,505.43,0.80,0.30,142.43,5.42,0.00,5.42,5.42,0.00,Normal,4.34,0.00,4.34,4.34,0.00,Normal,11.58,0.00,11.58,Normal,7.23,-0.62,,,
11369,5/20/2026,5:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11370,5/20/2026,6:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11371,5/20/2026,7:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11372,5/20/2026,8:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11373,5/20/2026,9:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11374,5/20/2026,10:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11375,5/20/2026,11:00:00 PM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11376,5/21/2026,12:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11377,5/21/2026,1:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11378,5/21/2026,2:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11379,5/21/2026,3:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11380,5/21/2026,4:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11381,5/21/2026,5:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11382,5/21/2026,6:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11383,5/21/2026,7:00:00 AM,505.50,0.80,0.36,150.53,7.31,0.00,7.31,7.31,0.00,Normal,5.05,0.00,5.05,5.05,0.00,Normal,12.15,0.00,12.15,Normal,7.10,-0.58,,,
11384,5/21/2026,8:00:00 AM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.54,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11385,5/21/2026,9:00:00 AM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11386,5/21/2026,10:00:00 AM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11387,5/21/2026,11:00:00 AM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11388,5/21/2026,12:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11389,5/21/2026,1:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11390,5/21/2026,2:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11391,5/21/2026,3:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11392,5/21/2026,4:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11393,5/21/2026,5:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11394,5/21/2026,6:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11395,5/21/2026,7:00:00 PM,505.45,0.80,0.35,144.74,6.98,0.00,6.98,6.98,0.00,Normal,4.55,0.00,4.55,4.55,0.00,Normal,11.74,0.00,11.74,Normal,7.20,-0.61,,,
11396,5/21/2026,8:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11397,5/21/2026,9:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11398,5/21/2026,10:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11399,5/21/2026,11:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11400,5/22/2026,12:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.47,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11401,5/22/2026,1:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11402,5/22/2026,2:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11403,5/22/2026,3:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11404,5/22/2026,4:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11405,5/22/2026,5:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11406,5/22/2026,6:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11407,5/22/2026,7:00:00 AM,505.65,0.80,0.40,167.90,8.68,0.00,8.68,8.68,0.00,Normal,6.46,0.00,6.46,6.46,0.00,Normal,13.37,0.00,13.37,Normal,6.90,-0.52,,,
11408,5/22/2026,8:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11409,5/22/2026,9:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11410,5/22/2026,10:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11411,5/22/2026,11:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11412,5/22/2026,12:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11413,5/22/2026,1:00:00 PM,505.63,0.80,0.36,165.59,7.31,0.00,7.31,7.31,0.00,Normal,6.36,0.00,6.36,6.36,0.00,Normal,13.20,0.00,13.20,Normal,6.84,-0.52,,,
11414,5/22/2026,2:00:00 PM,506.00,0.80,0.42,208.43,9.40,0.00,9.40,9.40,0.00,Normal,9.71,0.00,9.71,9.72,0.01,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11415,5/22/2026,3:00:00 PM,506.00,0.80,0.42,208.43,9.40,0.00,9.40,9.40,0.00,Normal,9.71,0.00,9.71,9.71,0.00,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11416,5/22/2026,4:00:00 PM,506.00,0.80,0.42,208.43,9.40,0.00,9.40,9.40,0.00,Normal,9.71,0.00,9.71,9.71,0.00,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11417,5/22/2026,5:00:00 PM,506.00,0.80,0.42,208.43,9.40,0.00,9.40,9.40,0.00,Normal,9.71,0.00,9.71,9.71,0.00,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11418,5/22/2026,6:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.05,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11419,5/22/2026,7:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11420,5/22/2026,8:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11421,5/22/2026,9:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11422,5/22/2026,10:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11423,5/22/2026,11:00:00 PM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11424,5/23/2026,12:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11425,5/23/2026,1:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11426,5/23/2026,2:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11427,5/23/2026,3:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11428,5/23/2026,4:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11429,5/23/2026,5:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11430,5/23/2026,6:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11431,5/23/2026,7:00:00 AM,505.60,0.80,0.38,162.11,7.99,0.00,7.99,7.99,0.00,Normal,6.06,0.00,6.06,6.06,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11432,5/23/2026,8:00:00 AM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.55,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11433,5/23/2026,9:00:00 AM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11434,5/23/2026,10:00:00 AM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11435,5/23/2026,11:00:00 AM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11436,5/23/2026,12:00:00 PM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11437,5/23/2026,1:00:00 PM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11438,5/23/2026,2:00:00 PM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11439,5/23/2026,3:00:00 PM,505.55,0.80,0.40,156.32,8.68,0.00,8.68,8.68,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11440,5/23/2026,4:00:00 PM,506.00,0.80,0.66,208.43,19.60,0.00,19.60,19.60,0.00,Siaga IV,9.71,0.00,9.71,9.72,0.01,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11441,5/23/2026,5:00:00 PM,506.00,0.80,0.66,208.43,19.60,0.00,19.60,19.60,0.00,Siaga IV,9.71,0.00,9.71,9.71,0.00,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11442,5/23/2026,6:00:00 PM,506.00,0.80,0.55,208.43,14.59,0.00,14.59,14.59,0.00,Normal,9.71,0.00,9.71,9.71,0.00,Normal,21.40,0.00,21.40,Siaga Banjir IV,11.69,-0.55,,,
11443,5/23/2026,7:00:00 PM,505.60,0.80,0.42,162.11,9.40,0.00,9.40,9.40,0.00,Normal,6.06,0.00,6.06,6.05,0.00,Normal,12.96,0.00,12.96,Normal,6.90,-0.53,,,
11444,5/23/2026,8:00:00 PM,505.55,0.80,0.38,156.32,7.99,0.00,7.99,7.99,0.00,Normal,5.56,0.00,5.56,5.55,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11445,5/23/2026,9:00:00 PM,505.55,0.80,0.38,156.32,7.99,0.00,7.99,7.99,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
11446,5/23/2026,10:00:00 PM,505.55,0.80,0.38,156.32,7.99,0.00,7.99,7.99,0.00,Normal,5.56,0.00,5.56,5.56,0.00,Normal,12.55,0.00,12.55,Normal,7.00,-0.56,,,
